사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,합계
202501,장항선,신창(순천향대),250,3,383,51,1095,328,1982,1298,1601,2971,1797,1618,2351,1697,2028,1773,2088,1984,2151,1711,2629,1659,2200,1672,2472,2003,2792,1263,2972,2507,851,1681,768,1541,568,1580,351,1581,295,1152,3,370,0,0,0,0,0,0,20250203,62070
202501,장항선,쌍용(나사렛대),62,0,2684,381,3687,578,5136,1185,6298,3044,3824,2792,3901,2428,3758,2287,3783,3094,4405,3193,3504,2726,3145,3748,3730,4272,3691,5894,2997,6005,2113,4702,1572,3416,1380,3221,1030,2661,635,2378,55,599,0,0,0,0,0,0,20250203,119994
202501,장항선,아산,43,1,884,959,2067,3932,4777,5319,6693,6487,3765,6324,4721,6123,5392,5020,5390,6783,6011,6638,6709,5089,8272,5969,7246,5515,6925,7267,9661,8056,8651,5008,5322,4352,5830,3243,5294,2006,2749,1496,107,406,0,0,0,0,0,0,20250203,202502
202501,장항선,온양온천,521,1,1480,441,3736,2596,7218,4592,8085,7625,8344,8693,9675,11433,10341,16504,12258,13794,15351,12410,16491,7940,13925,8859,11008,9569,7874,9602,9041,9182,3876,7225,2806,5963,2398,5401,1617,3708,1038,2738,7,762,0,0,0,0,0,0,20250203,296128
202501,장항선,탕정,38,1,1032,197,1758,933,3576,1558,3484,3589,2533,2082,2587,1767,2556,1960,2731,2160,3589,2705,3253,1866,3153,2140,2960,3662,3527,4213,3696,4533,2424,3018,1675,2561,1800,2240,1970,1963,875,1760,70,253,0,0,0,0,0,0,20250203,94448
202501,중앙선,구리,650,10,4993,1066,9872,3166,24307,5467,23598,11650,12150,10384,11635,10152,12171,10114,12899,10751,12594,12435,12319,11565,12597,14364,13196,15465,13555,19027,13224,29077,8273,22963,7905,13254,4616,10624,3917,9729,1260,6990,52,1276,0,0,0,0,0,0,20250203,445312
202501,중앙선,국수,0,0,658,4,712,205,1530,352,1527,924,1682,917,1402,565,1353,1058,1245,1018,1366,1041,981,974,1451,1413,1200,1403,817,1483,630,1430,343,1078,301,1221,143,1072,195,794,36,525,0,76,0,0,0,0,0,0,20250203,35125
202501,중앙선,덕소,1296,7,2718,632,8064,2002,19164,3200,15545,4858,10787,4810,10025,4362,9520,4099,8428,5767,8997,6827,7690,6553,7271,9682,7669,10180,7011,12031,5918,17663,3423,16618,2726,8572,2175,9120,2014,7325,822,5646,8,1491,0,6,0,0,0,0,20250203,282722
202501,중앙선,도농,728,4,7246,647,15847,2344,39269,5589,32008,9625,18336,7223,15625,6483,14766,6964,14378,7555,13360,9834,11030,10032,10927,14329,12441,15515,11911,19421,10628,31850,5612,29501,4375,15914,3402,13524,2649,12213,840,9622,29,1777,0,0,0,0,0,0,20250203,475373
202501,중앙선,도심,1,0,1644,160,4890,940,11181,1711,7087,3243,5171,1401,4362,1299,3377,1429,3816,1870,3262,2000,3085,1679,2620,3627,3360,2498,2669,4545,2612,6362,1126,5795,866,3211,846,3271,627,3432,245,1789,2,0,0,2,0,0,0,0,20250203,113113
202501,중앙선,망우,171,12,6880,623,9366,2553,24870,4165,21691,10156,13916,7555,11250,7693,11089,8849,12735,10366,12070,9799,11251,11765,11412,13671,11658,13899,11161,17235,11337,24331,7246,18807,4682,11351,3860,9333,2609,8049,1148,5523,27,456,0,0,0,0,0,0,20250203,396620
202501,중앙선,상봉,471,11,5177,692,6995,2534,18102,3678,19863,6252,12007,4729,8102,5230,7964,6126,9682,8108,8024,7275,8198,8208,8707,9247,7685,9622,8440,13129,8802,21319,5765,16730,4701,9989,4048,8042,2737,8212,1402,4976,121,1026,0,0,0,0,0,0,20250203,312128
202501,중앙선,신원,0,0,228,108,528,416,674,441,527,591,655,663,535,484,658,618,375,306,404,322,369,254,449,323,438,345,319,484,573,490,259,422,252,368,224,375,191,272,126,140,1,13,0,0,0,0,0,0,20250203,15220
202501,중앙선,아신,1,0,429,19,585,134,1251,285,1324,495,1222,612,1278,551,1029,823,923,607,875,775,752,866,815,750,928,1369,688,1126,471,1265,328,795,203,859,125,884,112,692,12,385,1,113,0,1,0,0,0,0,20250203,26758
202501,중앙선,양수,2,0,902,160,1739,512,4463,1233,3608,2190,3959,2305,3341,2581,3591,2741,3339,2801,3736,3300,3071,2848,4293,3446,3414,3408,3542,4013,2256,3533,1234,4131,1068,2558,693,2448,353,1731,124,1660,1,257,0,1,0,0,0,0,20250203,96586
202501,중앙선,양원,69,1,2543,379,3854,1488,10582,3328,8974,4747,5716,2632,4481,2558,3880,2644,4728,2841,4504,3234,3827,2957,4096,4029,4219,4517,4225,6320,3491,8837,2172,8355,1278,4566,890,3561,817,3568,277,2267,5,160,0,0,0,0,0,0,20250203,147617
202501,중앙선,양정,79,0,191,50,449,493,971,1037,941,1427,604,638,631,506,703,425,586,458,663,475,785,445,891,650,1041,546,1346,687,1457,881,333,566,258,297,184,354,79,331,36,224,2,37,0,0,0,0,0,0,20250203,22757
202501,중앙선,양평,74,2,1918,48,3233,886,7423,2755,5968,4410,4894,3268,7371,3863,6113,5480,6098,6490,6727,4618,6139,6378,5946,5752,6234,5721,5129,8100,4447,8710,2431,4547,2326,6190,2143,3280,1686,3950,294,3382,106,975,0,9,0,0,0,0,20250203,175514
202501,중앙선,오빈,1,0,239,23,376,184,709,213,662,293,737,210,839,325,544,442,505,356,414,394,386,583,418,375,470,545,452,734,331,1018,170,306,111,430,78,491,36,334,4,147,1,36,0,0,0,0,0,0,20250203,14922
202501,중앙선,용문,359,1,814,4,2010,334,2719,1023,3913,2591,3417,1474,4013,2909,3636,5366,4721,3698,5301,5759,5940,4621,5597,2266,4701,5925,2939,4598,2138,3558,1254,2621,523,3060,606,1750,297,1702,1,1411,0,711,0,2,0,0,0,0,20250203,110283
202501,중앙선,운길산,0,0,229,65,369,290,1177,410,1138,691,1048,1104,1038,1635,923,1589,932,1084,1312,1206,1399,1146,1920,1083,1622,954,1396,965,908,1015,438,769,371,520,234,625,165,483,50,389,1,12,1,0,0,0,0,0,20250203,32706
202501,중앙선,원덕,69,0,221,1,435,76,660,174,726,293,881,173,942,443,682,563,706,467,627,545,590,567,560,634,746,895,430,958,252,779,148,512,92,425,73,397,20,335,2,233,0,70,0,0,0,0,0,0,20250203,17402
202501,중앙선,중랑,117,2,5098,538,7874,1755,17429,2709,18358,5305,13528,4606,8579,4416,8092,4852,8654,5703,8463,7161,7663,6988,7249,9865,7228,10828,6959,13901,7152,18829,4573,14506,3524,9189,2664,7737,1978,7716,910,4188,31,332,0,0,0,0,0,0,20250203,287249
202501,중앙선,지평,0,0,0,0,0,0,169,42,13,52,53,4,424,300,0,0,4,0,66,0,382,416,0,2,2,2,80,137,12,105,93,193,0,0,19,125,0,0,0,0,0,0,0,0,0,0,0,0,20250203,2695
202501,중앙선,팔당,1,0,105,55,318,374,807,1301,815,2090,782,2330,734,2066,753,1754,842,1721,1094,1533,1451,1212,1963,1439,1920,1019,2023,1105,1918,1027,1566,735,1326,480,941,317,599,269,136,129,0,0,0,0,0,0,0,0,20250203,41050
202501,중앙선,회기,530,10,9980,3264,17655,10963,47819,22127,63370,39424,43915,26885,33468,24926,35566,23192,38772,27722,37501,32244,38010,28572,44052,32339,44516,38265,49867,46915,40009,62850,23771,51962,19873,34788,20185,34364,17826,36665,8544,23475,449,4859,7,47,0,0,0,0,20250203,1241543
