사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,합계
202501,분당선,서현,245,10,3883,2380,10961,11179,27468,28612,32158,74380,25528,61827,24572,37250,27069,33417,30947,36508,32635,37475,35818,38715,43444,36911,46383,40214,61988,47433,78597,54386,44514,40919,42675,24661,35216,19964,27365,17090,11111,9345,577,1417,11,13,0,0,0,0,20250203,1297271
202501,분당선,선릉,47,3,1144,1404,2253,9729,4135,39817,6433,107013,5523,72385,6192,34813,8088,22305,9601,21039,11340,22069,13216,17914,17659,15544,24246,16652,44073,19280,63749,22062,28891,13630,19529,7145,18634,5987,15811,5108,4395,3105,254,621,1,17,0,0,0,0,20250203,762856
202501,분당선,선정릉,16,0,727,855,1933,4221,3808,11099,6161,38416,5583,32337,5133,13303,6132,8406,7915,7804,8328,7624,9102,7184,10112,6454,11921,6850,22551,7886,35032,8886,18022,5783,9175,3671,7423,3459,4653,3222,1683,1832,65,441,0,4,0,0,0,0,20250203,355212
202501,분당선,수내,123,2,2511,1460,6322,7768,15069,21144,19073,48936,14584,38905,12710,21053,14353,16897,16727,16543,18372,17319,20344,16699,21987,16527,24116,18646,36670,21584,46445,24760,26944,19076,22998,11975,16330,10486,11838,10102,3243,5067,146,949,6,12,0,0,0,0,20250203,696821
202501,분당선,수서,47,1,3629,3968,8208,12467,32035,24413,47412,40706,30891,25582,30160,19856,23040,18648,28680,21921,25434,20498,19488,21791,26594,24803,28573,30632,36998,41332,38354,55796,19479,35672,18302,24964,13823,21929,12951,20236,7836,8069,294,1633,11,5,0,0,0,0,20250203,927161
202501,분당선,수원,564,6,5107,695,8046,4097,18394,7036,19297,11728,10618,10913,7538,8921,8408,11571,9314,12773,10193,13116,10340,13438,12499,12471,14370,15144,15427,19267,18346,24087,13263,16851,13501,9753,11646,7564,10496,5322,4337,3519,190,666,1,0,0,10,0,0,20250203,430843
202501,분당선,수원시청,231,2,6648,1703,12129,6125,27039,15661,25226,46181,14462,31831,13161,17520,17608,15992,17973,19432,17402,20698,18639,16817,22089,18130,26903,21361,29940,31557,39845,44860,21149,31632,18781,21901,18966,15329,16638,13688,6678,9044,251,1026,0,9,0,5,0,0,20250203,772262
202501,분당선,신갈,120,0,2505,259,8340,1169,15648,1963,16301,5360,10590,4138,8203,3622,7700,4143,7000,4606,6980,5806,6430,5931,6617,7140,6885,7756,5971,10389,4590,16214,2349,12616,1776,8641,1757,6791,959,7853,450,4370,11,306,0,1,0,0,0,0,20250203,240256
202501,분당선,압구정로데오,147,9,2584,1056,3546,10008,4820,20891,7256,58482,7113,87457,8694,48530,12725,36450,17209,31405,20911,31909,26106,30558,33263,28658,41932,29530,58017,35148,74578,39389,59021,22090,48891,10632,34517,7547,23487,6203,8691,3805,429,919,0,3,0,0,0,0,20250203,1034616
202501,분당선,야탑,179,8,6756,2953,16122,13982,43030,36138,49255,82712,36571,49015,31422,35170,33346,32046,36088,35425,36452,38781,38445,36231,42367,38340,46149,40812,61167,49439,73125,61088,35186,49228,28064,30722,24715,24604,16814,24425,6187,13050,286,1978,6,27,0,0,0,0,20250203,1357906
202501,분당선,영통,78,5,2760,1820,7266,4132,14531,8423,15066,19988,10608,14913,9295,10519,9743,10019,11465,11833,12306,13052,12182,12061,14311,12953,16315,12743,20847,19407,23064,23899,12715,17834,11811,11095,12038,10529,12528,9961,4651,5954,141,439,3,5,0,0,0,0,20250203,465308
202501,분당선,오리,602,8,3251,398,13234,7372,24411,13440,24508,30025,17996,14816,15061,10086,15193,10716,15913,12260,16177,11475,15703,12343,17199,13981,18540,15092,25112,16532,30286,21130,11871,17991,9431,12556,7893,11029,5236,9497,1886,6124,70,1553,1,8,0,0,0,0,20250203,538006
202501,분당선,이매,50,3,2103,765,4957,2758,11098,6569,13084,11328,9547,6380,9105,6124,8139,6014,9392,7127,8123,8215,8131,7068,8986,7792,10104,9056,10215,11056,11547,13518,4866,11084,4245,7533,4791,6510,3158,6508,856,4227,39,737,1,9,0,0,0,0,20250203,282918
202501,분당선,정자,395,7,2927,1119,9201,13919,22928,38325,26108,70864,20992,46118,16471,22832,18141,18512,19844,18184,20857,19850,21259,18159,25295,19339,28781,24646,52911,33782,61019,42094,34725,31755,26821,20826,27254,18265,24046,15794,9318,9853,870,2519,12,11,0,0,0,0,20250203,956948
202501,분당선,죽전,1195,8,4240,989,14216,6562,33399,13007,28637,20136,19117,22774,15575,17315,15729,16733,16564,17104,18080,19000,17672,19358,20269,22052,22453,24769,25815,29400,26623,42316,16987,33446,21811,20587,10747,18299,7743,17419,2366,11844,10,5916,6,27,0,0,0,0,20250203,718315
202501,분당선,청명,28,0,2629,842,7040,1977,15395,4659,15663,7110,9196,3928,6288,3382,5875,3262,5997,4081,6070,4467,5212,5053,5799,5917,6159,6284,7134,9981,8626,14860,3895,11976,2432,7713,1817,7493,1619,6568,532,4058,27,290,0,2,0,0,0,0,20250203,231336
202501,분당선,태평,260,24,12683,1555,17074,4558,34597,6756,52361,15396,37321,11052,22722,11370,19076,13205,20034,14260,19901,15523,18394,18165,17869,23183,18205,26789,18900,30718,16772,39776,9910,29689,7639,22433,5523,25347,3757,18809,1713,10753,66,1005,5,37,0,0,0,0,20250203,695185
202501,분당선,한티,13,1,1953,1389,7577,8959,18319,22137,22035,49322,15699,45035,13529,26588,15614,21584,20379,27112,23847,33072,23224,21843,24905,22399,30708,25274,50192,36312,44683,34248,27218,23209,28952,14527,25633,13068,32053,11239,4191,5901,194,338,1,2,0,0,0,0,20250203,874478
202501,서해선,김포공항,13,2,222,2266,606,7301,1143,8438,2216,10753,3121,8006,3146,7913,3051,9453,3050,9534,4766,9466,5645,7956,6554,6791,6754,7462,7725,8941,10908,7649,6580,4098,6008,1847,6100,1155,5580,735,1672,889,44,345,0,10,0,0,0,0,20250203,205914
202501,서해선,부천종합운동장,28,0,2625,358,4266,1139,10649,2735,11124,3726,5779,1809,3632,1459,3245,1556,3352,1959,3090,2226,2803,2347,2858,2702,3332,3810,4120,5172,5035,9023,2070,7507,1771,4379,1299,3629,950,3430,388,2102,29,338,0,0,0,0,0,0,20250203,133851
202501,서해선,원종,30,0,4539,732,7098,2530,14536,5085,14035,7686,8516,4329,7305,3926,7095,4680,7371,6362,7062,5856,6462,6490,6820,7377,8003,9626,8586,12344,9082,16551,4652,13362,3795,7454,3025,6906,2413,5639,1152,3783,39,673,3,4,0,0,0,0,20250203,263014
202501,수인선,고색,531,2,3199,331,7695,2677,16012,14385,12303,18139,6852,3797,5139,2728,4944,3459,5605,3735,5249,4008,4922,4121,5147,5237,5846,6666,15065,8502,18192,11796,5980,12014,5658,7790,3237,5754,1955,5079,785,3531,14,1885,0,0,0,4,0,0,20250203,259970
202501,수인선,남동인더스파크,1,0,498,790,884,3795,986,15194,1739,18293,1283,2566,1136,1205,1491,1365,1770,1385,1911,1278,1969,1195,2455,1022,3513,1145,14012,1416,9948,1851,2959,1880,3474,1389,1391,812,408,485,176,297,0,29,0,0,0,0,0,0,20250203,109396
202501,수인선,달월,0,0,14,24,35,119,174,81,73,223,44,61,68,73,118,64,88,70,77,116,103,108,100,88,204,97,254,134,688,106,65,88,57,40,20,39,12,42,13,28,0,0,0,0,0,0,0,0,20250203,3808
202501,수인선,사리,2,0,4264,369,9649,1662,18414,2613,16332,4275,9683,2552,7856,2567,7053,2714,7257,3573,7671,4347,6315,4245,5721,6134,6197,8085,6107,9021,6233,17915,3607,11443,2396,8253,1859,8650,1978,6691,661,5082,12,492,0,0,0,0,0,0,20250203,239950
202501,수인선,소래포구,10,0,2497,359,6304,2245,12562,3072,11133,6200,6292,5230,5961,4733,7112,7552,8158,9954,7846,9141,9742,7773,10683,7403,9523,8598,8210,9483,7285,12239,4312,8601,3528,5728,3515,5715,2427,4319,1224,2992,15,499,0,0,0,0,0,0,20250203,250175
202501,수인선,송도,1,0,1829,374,3872,1511,6123,1889,6810,3542,3943,2159,3499,2265,3947,2594,4371,3110,4453,3037,3684,3524,4145,4196,4185,4515,4252,6030,3695,6590,1939,4368,1503,2791,1152,2615,738,1875,345,1268,7,352,0,0,0,0,0,0,20250203,123098
202501,수인선,숭의,4,0,3228,824,5361,3172,10690,6714,9530,9780,5663,4253,5940,3896,6160,3760,6194,4465,6051,5367,5843,4973,6816,5549,7101,6987,8936,7949,7786,10525,3956,6041,2638,4223,2083,4416,1615,2958,770,1979,7,459,0,0,0,0,0,0,20250203,204662
202501,수인선,신포,8,0,923,264,1426,974,2496,2819,2666,5428,1669,2742,1541,2291,2215,2898,2658,2782,2797,3165,3330,3078,3513,3158,4021,3281,4709,3427,5070,4359,2530,2172,2252,1534,1655,1364,1105,965,463,634,3,198,0,0,0,0,0,0,20250203,94583
202501,수인선,야목,3,0,208,7,688,318,1080,644,1051,568,705,284,611,351,617,357,523,416,544,373,527,344,702,462,700,597,717,568,759,1160,346,694,198,304,118,465,121,275,47,200,1,36,0,0,0,0,0,0,20250203,18689
202501,수인선,어천,1,0,237,81,1314,1066,3506,2147,3196,2294,2876,1368,2703,1289,2757,1637,2770,1913,2659,2186,2159,2050,2793,2269,2667,3273,2637,2782,3572,4315,1413,2850,993,1667,580,1725,429,1299,174,651,3,127,0,0,0,0,0,0,20250203,76428
202501,수인선,연수,4,0,2537,869,5865,2151,11242,3941,10745,9329,5830,6353,5471,6035,5859,5891,6956,6769,7795,6965,7235,6812,7422,7448,7646,9014,8490,12393,10204,13740,5518,8403,5212,6168,5016,5372,3935,3639,2222,2667,34,503,0,0,0,0,0,0,20250203,249700
202501,수인선,오목천,9,1,1173,351,5353,1776,10196,3469,10917,6653,7458,2987,6261,3018,6119,3113,6144,3674,5585,4365,4814,4233,5648,5326,6656,6680,7157,6036,7776,12680,3811,7740,2460,4601,1838,4067,1460,4813,647,2944,14,256,0,0,0,0,0,0,20250203,190279
202501,수인선,원인재,33,0,3276,628,6033,2170,11520,4443,12863,6464,7976,4181,6819,4179,6715,4981,6717,5412,7078,5929,6360,6180,6336,7763,6518,8780,7644,11005,7663,14298,4583,9969,3593,6818,3428,6191,2631,5562,1377,3803,59,794,0,0,0,0,0,0,20250203,238772
202501,수인선,월곶,0,0,1505,344,4234,1163,8915,1465,7301,2502,4753,2757,3995,4117,4169,4321,4251,4220,3897,3895,3841,3949,4132,4084,4693,4819,4636,6164,5999,8270,3056,4743,2034,3636,1602,3531,1172,2836,494,1688,5,267,0,0,0,0,0,0,20250203,143455
202501,수인선,인천,68,1,558,278,1018,891,1515,1931,1512,3088,1497,1889,1397,2168,1632,3775,2026,4533,2178,4307,2506,4196,3275,3495,2516,3215,2652,2967,2404,3199,1310,2153,1024,1677,634,1303,458,1142,120,574,4,198,0,0,0,0,0,0,20250203,77284
202501,수인선,인천논현,4,0,2462,755,5249,3949,11132,6842,10718,11158,7598,8086,7006,6531,7733,7004,8089,8039,7821,8782,8463,8479,8977,8911,9133,10271,10453,13438,10889,16143,6878,10659,6550,7020,5984,5901,4633,4249,2168,3220,4,543,0,0,0,0,0,0,20250203,291924
202501,수인선,인하대,31,0,3784,572,9784,2222,19085,4294,16428,10335,7489,6373,7772,5205,8846,5355,8768,6983,8890,6854,7997,7409,9021,8630,10747,9970,11127,14246,9445,20570,5739,11294,4745,7999,4263,7419,3428,5814,1908,4146,65,1121,0,0,0,0,0,0,20250203,306173
202501,수인선,호구포,19,0,1851,578,2717,5722,5432,15024,6156,17110,4541,3873,4112,2661,4597,3185,5000,3324,4691,3757,4853,3863,4482,4136,5570,5137,14160,6000,13828,7007,4724,5741,4664,4306,3276,3362,1736,2651,912,2131,1,345,0,0,0,0,0,0,20250203,197235
202501,신림선,관악산(서울대),8,4,852,533,1501,1487,5239,1992,5900,7123,3689,8621,3467,7732,3764,5356,5101,4545,6009,4967,6572,4346,7546,3351,6937,2859,6642,2826,5310,3983,1947,3463,1228,2278,1099,2058,960,2076,371,1386,108,724,1,42,0,0,0,0,20250203,146003
202501,신림선,당곡,0,0,1847,229,3705,1121,11219,4122,16847,8268,11288,6054,7511,5195,7104,5040,7928,5835,7632,5836,7025,6726,7015,7929,7068,8177,9005,10876,9692,15055,5141,12478,4433,7432,2951,6825,2137,6027,934,3562,186,1122,0,3,0,0,0,0,20250203,258580
202501,신림선,대방,42,0,1347,258,2249,1363,5786,2893,9409,4771,5388,2757,3986,2689,4353,2529,4799,2611,4798,3368,4764,3082,4602,3417,5030,4075,5942,5178,5481,7312,3244,4697,3020,3418,2479,3303,1956,2926,851,2027,180,673,2,40,0,1,0,0,20250203,143096
202501,신림선,보라매,3,0,1600,355,2831,1686,8870,4907,13010,10973,7860,5061,5134,3868,5240,4175,5782,4155,6076,4659,6433,4434,5965,5135,6342,5761,8315,8110,11784,11710,4916,8630,4226,5341,3490,4691,2906,4227,1262,2748,250,829,2,3,0,0,0,0,20250203,213755
202501,신림선,보라매공원,0,0,546,456,1603,1234,4669,3574,5769,6962,3811,2875,2972,2145,3000,2394,3473,2612,3146,3413,3214,3245,3452,3465,3793,3373,4351,4302,5466,6047,1995,4435,1675,2681,1095,2415,920,2072,293,1232,50,374,0,2,0,0,0,0,20250203,114601
202501,신림선,보라매병원,14,0,902,487,1826,4994,6758,21438,7899,44581,8715,20855,9243,12530,10198,9219,10057,9772,9994,11245,12305,10434,14978,8465,15114,7385,26818,8417,31147,9670,10204,7547,7781,4424,5484,4057,3582,2921,1211,1489,159,441,0,0,0,0,0,0,20250203,394760
202501,신림선,샛강,1,0,404,756,753,2355,1429,11542,2413,24679,1799,8929,1541,4104,1863,3159,2174,2898,2477,3324,3219,2680,3684,2853,4170,3104,9950,3471,16436,3836,5777,2066,4282,1383,3992,1119,2669,816,1231,584,312,262,1,46,0,0,0,0,20250203,154543
202501,신림선,서울대벤처타운,21,0,5308,408,9004,2812,26664,5391,37634,7510,23935,7387,16025,6700,15011,8166,16299,10117,16142,10576,14098,11223,12906,14192,13858,18115,14516,20768,13727,30940,7962,26693,6102,15799,4992,15454,4333,14706,1826,10712,335,3913,1,14,0,0,0,0,20250203,502295
202501,신림선,서울지방병무청,0,0,1075,388,2774,1155,8117,2967,11678,4867,6782,3307,5787,2910,5168,2914,4939,4345,4799,4306,4538,4895,5045,5500,4529,6296,4754,7741,4265,10629,2083,7945,1569,5354,1579,4613,1058,4310,314,2842,77,776,0,3,0,0,0,0,20250203,168993
202501,신림선,서원,0,0,2143,370,3949,770,11634,1250,16745,2047,10826,2097,6600,2042,5732,2439,5914,3027,5375,3335,4541,3697,4071,5043,4159,5677,3935,7521,3702,11422,2381,10411,1609,6446,1271,6554,1010,5876,344,4088,84,1289,2,6,0,0,0,0,20250203,181434
202501,신림선,신림,0,0,949,283,1327,781,3875,1246,6177,2576,3844,2817,2903,3154,3057,3241,3527,3758,3445,3884,3735,4511,3811,5021,3689,4935,3998,6707,4295,9581,3414,6449,2447,3676,2336,3351,1873,2888,1108,1574,397,612,0,3,0,0,0,0,20250203,131255
202501,안산선,고잔,201,1,4730,834,13634,4631,23020,11262,18163,23038,13136,13421,12114,10335,12801,9503,12324,10145,12197,11137,12636,10791,14084,10268,14818,11668,18995,15493,19089,21010,7892,16702,6166,11076,6083,9854,4009,7964,1816,6827,141,2751,0,0,0,0,0,0,20250203,446760
202501,안산선,대야미,6,2,2663,755,6669,2371,14289,3634,16241,6227,10191,3369,8072,3434,7338,4298,7386,4588,7704,5207,6973,5594,7309,7416,7369,8273,7371,9456,8539,14321,4390,10675,3178,7733,2029,6279,1429,6491,863,4053,105,1030,0,0,0,0,0,0,20250203,245320
202501,안산선,반월,9,0,3259,792,7239,2009,13780,3378,12812,5316,8669,3527,7472,3260,7071,4079,7620,4723,7077,4895,6206,5436,6045,7036,5777,8373,6222,9314,6375,13640,3067,10366,2658,7834,1592,6535,1232,6092,539,3295,110,983,0,0,0,0,0,0,20250203,225714
202501,안산선,산본,470,1,8616,1473,20955,6056,44890,12723,43649,25192,24070,20435,21815,19630,21781,20556,23620,23082,23583,25463,24365,25128,26337,27819,27517,31594,26146,35050,29260,57496,18690,47515,16108,27704,15273,21015,11943,18089,4700,11331,568,3914,0,0,0,0,0,0,20250203,895622
202501,안산선,상록수,521,7,11975,1926,25702,7654,53385,9097,49583,13470,30241,11638,23620,10329,21998,12117,22567,13654,21918,15525,18240,17845,18027,20808,18972,25669,18547,36313,17760,53445,12136,44779,9601,32439,7622,26014,5161,22395,2350,15275,379,4569,1,0,0,0,0,0,20250203,785274
202501,안산선,수리산,26,1,3159,536,8117,1454,14757,3366,14377,4524,9134,2711,7037,3436,6862,2741,6080,3097,5749,3420,4748,3941,4987,5037,4286,6018,4368,7286,4288,10872,2305,9111,1666,6114,1119,4604,688,4661,382,2704,62,769,0,0,0,0,0,0,20250203,190600
202501,안산선,신길온천,46,3,2258,102,4156,1399,6679,2982,5280,1954,4083,1202,3405,1354,3022,1661,3086,1940,2806,1788,2646,2266,2859,2695,3491,3138,4108,4367,3512,6126,1844,4843,1110,3412,786,3114,495,2362,185,1732,26,521,0,0,0,0,0,0,20250203,104844
202501,안산선,안산,1535,7,8773,1267,10933,12991,19145,32280,20768,25096,18783,13682,17650,13524,18185,16998,18989,17909,21054,17935,21544,18810,21589,19320,24395,20225,39037,26401,38359,26232,20004,21703,15918,16784,10136,14288,4805,10411,1598,6586,129,2659,0,0,0,0,0,0,20250203,688437
202501,안산선,오이도,150,2,4914,347,11616,5324,24021,9264,18367,8348,12256,6380,11011,6566,10867,8745,11938,10355,11633,10113,10485,10821,11069,11703,12155,13539,14608,16161,14330,21905,8216,18551,6264,12265,4972,10338,3648,9387,1203,6469,14,2956,0,5,0,0,0,0,20250203,403281
202501,안산선,정왕,273,6,6828,758,10415,10408,17644,19715,16679,20159,14840,13213,13080,9305,13444,9912,13694,11262,13565,11042,12945,11502,14383,12380,15992,13369,21344,17207,24662,21409,10514,16471,8662,12855,5607,11981,3442,10227,1219,6958,57,2216,0,23,0,0,0,0,20250203,481667
202501,안산선,중앙,236,30,9375,1124,26577,8812,46548,13551,37776,31990,23299,28509,22432,21076,26474,20887,30351,24811,26830,29312,26632,28619,28463,29508,31863,33025,34364,42638,35408,61861,23433,50001,22991,33213,23674,26932,19885,22078,9072,17096,942,5600,0,0,0,0,0,0,20250203,1037298
202501,안산선,초지,232,2,3659,225,10027,3755,17637,7660,14057,7733,8292,4393,6671,3295,6678,3567,7983,4236,6365,4339,5569,4978,5800,5849,6403,7159,7971,10050,8813,14844,4419,13451,3125,9261,2499,7904,1417,6326,579,5321,44,2124,1,2,0,0,0,0,20250203,254715
202501,안산선,한대앞,89,1,6718,911,14584,3679,25841,6466,22366,13175,16426,10955,13267,8761,13326,8856,13429,10288,12768,10401,12206,11385,12561,13018,13155,16102,14661,21047,14670,28129,8285,22131,7211,15531,6121,12944,4488,11200,1795,7915,236,2335,0,0,0,0,0,0,20250203,469433
202501,우이신설선,4.19민주묘지,5,0,1269,324,2433,940,6811,1567,8750,4356,6263,3627,4927,3666,5178,4240,5758,5140,5648,4964,5724,4548,6138,4560,5778,4989,5020,5363,3995,6686,2312,6457,1820,4049,1355,3361,892,2964,429,2088,147,531,0,4,0,1,0,0,20250203,155077
202501,우이신설선,가오리,2,0,2233,342,4967,1327,13041,2428,14643,5296,10527,4032,8138,4230,7600,4879,7464,5451,7488,6187,6148,6323,6358,7698,6015,9013,5780,9397,4643,12479,3145,11211,2256,6759,1536,6046,1078,5084,457,3072,155,902,4,6,0,2,0,0,20250203,225842
202501,우이신설선,보문,9,0,628,89,805,1132,1810,1977,3928,3994,2895,3242,2555,2321,2739,2380,2812,2624,3232,2670,3053,2581,3160,2946,3528,3050,3335,3211,3880,3568,2374,2727,1797,1866,1469,1695,1095,1457,505,1010,147,278,2,6,0,2,0,0,20250203,90584
202501,우이신설선,북한산보국문,5,1,1954,458,6206,1717,15978,3355,18667,7641,13433,6265,10819,5039,10066,5185,10408,6526,10299,7191,9194,7516,8660,9221,9734,10857,9756,13233,8929,17689,4954,14442,3675,10521,3380,9344,2364,8407,1267,5334,378,1133,2,12,0,0,0,0,20250203,311215
202501,우이신설선,북한산우이,10,1,1284,575,2753,1558,6914,1907,7211,5051,4858,7338,4214,7366,4418,6224,6680,5603,6465,4615,6704,4259,6450,4158,5677,3821,4424,4029,3578,4926,2020,4116,1788,2459,1311,2283,713,1783,425,938,109,303,0,26,0,1,0,0,20250203,151346
202501,우이신설선,삼양,1,0,1161,357,2694,928,5916,1357,7052,3001,4830,2596,4334,2828,4460,2741,4608,3553,4343,3921,3845,3888,3753,5249,3585,5283,3382,5529,2776,6593,1887,5389,1368,3673,930,3439,625,2683,305,1633,76,407,0,7,0,0,0,0,20250203,126986
202501,우이신설선,삼양사거리,0,0,1160,385,2658,1754,5761,1651,7511,3803,5671,3134,4763,3089,4519,3667,5347,4004,5143,4286,4182,4551,4266,5603,4244,5572,4012,5554,3751,6477,2551,5678,1718,3547,1152,2840,869,2295,406,1269,108,379,3,6,0,0,0,0,20250203,139339
202501,우이신설선,성신여대입구(돈암),0,0,583,481,1086,1375,2698,3085,5132,8278,4153,6986,3952,6062,4927,6151,6123,7070,6490,7873,6129,7295,6943,7693,7356,7734,7579,8831,8348,10894,6037,6874,5624,4167,6421,3333,5681,2554,2471,1442,520,496,7,3,0,0,0,0,20250203,206937
202501,우이신설선,솔밭공원,17,0,1762,185,3408,907,8881,1412,9604,2616,6594,2188,4866,2503,4642,2630,4613,3197,4506,3572,4010,3924,3976,4369,3699,5011,2805,5290,2523,7545,1453,6644,1134,4407,854,3895,601,3146,336,2274,71,600,2,2,0,4,0,0,20250203,136678
202501,우이신설선,솔샘,2,0,2757,377,9007,1284,24104,2543,24343,3754,15072,3012,10705,3191,9623,4025,9685,5226,9022,5575,7148,6611,7151,8907,6511,10839,6184,13053,5004,21386,3265,18595,2066,11011,1563,10167,1139,8910,576,5092,148,1646,1,3,0,0,0,0,20250203,300283
202501,우이신설선,신설동,84,7,816,798,850,2627,1361,4893,2228,10473,1772,7485,1895,4771,2537,3935,3033,4025,3329,4021,4271,2958,6128,2454,6041,2447,7094,1782,9088,2097,4741,1466,3227,1093,2419,910,1816,919,747,463,135,357,8,91,0,2,0,0,20250203,123694
202501,우이신설선,정릉,6,1,1771,445,4531,1663,10724,2965,13267,6024,11627,4030,9254,3552,8731,4369,9028,5287,8730,5934,7719,5998,7671,7970,7503,9370,7133,10169,7122,13993,3884,10990,2704,6992,2205,6078,1551,5074,812,2857,207,773,2,11,0,0,0,0,20250203,240727
202501,우이신설선,화계,4,0,1798,598,3777,1170,9537,1715,12311,4397,8288,4699,6625,4545,6621,4623,7654,4972,6765,5277,5899,5246,5413,6163,5320,6621,4707,7008,4015,9190,2811,8089,1977,5305,1344,4483,956,3873,435,2302,151,684,1,3,0,0,0,0,20250203,187372
202501,일산선,대곡,210,3,2128,1429,6272,5683,16010,14450,16452,17443,10005,11626,8131,9659,8913,10703,9711,11063,10227,10428,10353,10284,11514,10789,14285,11890,17766,14271,24982,18407,17361,13287,11804,7771,10080,7781,8445,6826,5657,5264,1039,2112,2,10,0,0,0,0,20250203,422526
202501,일산선,대화,164,4,6922,1207,21374,4004,42655,9704,31379,13110,20987,9335,18184,9337,17767,8940,16729,11440,15975,12144,14940,12303,15219,15193,14865,13922,16250,20302,15451,24710,7922,23462,6359,15568,5604,13499,4085,12423,1274,7580,159,2668,1,18,0,0,0,0,20250203,535138
202501,일산선,마두,35,1,3430,1616,9289,4024,14895,7181,15401,18843,11682,13882,12459,10095,13244,10260,13354,9447,12931,12985,13587,12569,15056,12653,15481,13219,16430,14575,15700,17574,6619,15701,5093,9444,4802,8192,3654,7410,913,4918,119,1074,0,2,0,0,0,0,20250203,409839
202501,일산선,백석,68,2,3970,1989,9053,5609,19472,10470,20717,21687,14990,13011,14262,12533,15357,13147,15910,14615,15801,16150,17024,16182,19176,17289,19171,19104,21814,21316,21319,25774,12049,23325,10130,13658,9737,11451,6977,9941,2769,6259,327,1418,1,10,0,0,0,0,20250203,545034
202501,일산선,삼송,485,4,7843,1158,26890,5835,68656,12080,67783,20362,36695,17629,28900,15504,26120,18675,27832,22594,26722,24711,24390,26117,23870,30786,27069,34465,28589,42720,29467,64259,18714,55315,14967,33756,13458,31321,13414,24420,3479,13262,507,2862,1,23,0,0,0,0,20250203,1013709
202501,일산선,원당,229,2,7557,656,17820,5195,38464,5970,38616,11084,23671,7810,18755,8157,17563,10388,18216,11692,17230,11750,15263,13721,14699,16645,15084,20538,15050,24924,14377,34689,7137,31646,5415,20714,4567,18294,2791,15718,1079,9729,94,1572,0,15,0,0,0,0,20250203,574586
202501,일산선,원흥,242,8,6180,495,15292,3759,38549,6386,42714,12375,23488,9116,18056,7468,16376,8780,17589,10056,16868,12065,14164,13209,14251,16477,13755,19187,15065,26305,16254,34667,7983,33843,6502,20666,5753,18338,4369,16020,2112,9772,283,2062,4,12,0,0,0,0,20250203,576915
202501,일산선,정발산,52,0,2127,800,4663,2605,7206,4963,8343,17445,6964,16678,7189,13587,9533,12408,10109,11897,12094,14592,14042,13098,14886,12513,15714,12991,18054,14006,21835,15175,10777,12233,12562,7092,8684,5798,6188,4369,2375,3374,267,761,1,9,0,0,0,0,20250203,390059
202501,일산선,주엽,160,4,5449,1123,14820,2905,21054,6466,21313,12796,16459,11149,15656,11156,16887,11680,16115,12487,15997,15451,15328,13924,16507,16956,15745,18274,14398,19501,13603,22704,7154,22490,6145,13541,4483,11900,4094,9712,999,6674,100,1464,1,12,0,0,0,0,20250203,484836
202501,일산선,지축,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,20250203,26
202501,일산선,화정,131,7,10369,1423,20858,5487,44401,10174,44908,27464,28799,21619,25435,18981,25400,21603,27894,23460,29057,24940,27587,26788,28745,31082,28180,33193,27861,40059,26867,53180,15581,45083,14936,28772,14518,24530,11330,22108,4481,12283,533,2496,2,12,0,0,0,0,20250203,932617
202501,장항선,배방,38,1,1069,205,1384,608,2435,1014,2445,2077,2276,1186,2148,1207,2213,1585,2284,1699,2239,2001,2556,1778,2212,1739,1819,2711,2154,3349,2409,3349,1541,2517,1031,2004,925,1846,1019,1518,613,1254,24,219,0,0,0,0,0,0,20250203,68701
202501,장항선,봉명,20,0,1074,327,1398,864,1736,3646,2161,3433,2033,3380,2741,2475,2790,1457,2531,1856,2126,2248,2484,2032,2616,1905,2845,1611,3205,2384,1807,1992,1032,1524,755,1118,609,1035,419,1111,659,679,13,184,0,0,0,0,0,0,20250203,70315
